Provincia código	Provincia nombre	Municipio código	Municipio nombre	Año	Saldo migratorio
22	Huesca	22135	Laluenga	2009	-7
22	Huesca	22136	Lalueza	2009	-16
22	Huesca	22137	Lanaja	2009	-19
22	Huesca	22139	Laperdiguera	2009	1
22	Huesca	22141	Lascellas-Ponzano	2009	1
22	Huesca	22142	Lascuarre	2009	-4
22	Huesca	22143	Laspaúles	2009	-11
22	Huesca	22144	Laspuña	2009	-2
22	Huesca	22149	Loarre	2009	-2
22	Huesca	22150	Loporzano	2009	-1
22	Huesca	22151	Loscorrales	2009	0
22	Huesca	22155	Monesma y Cajigar	2009	-2
22	Huesca	22156	Monflorite-Lascasas	2009	14
22	Huesca	22157	Montanuy	2009	-6
22	Huesca	22158	Monzón	2009	2
22	Huesca	22160	Naval	2009	1
22	Huesca	22162	Novales	2009	1
22	Huesca	22163	Nueno	2009	-4
22	Huesca	22164	Olvena	2009	-2
22	Huesca	22165	Ontiñena	2009	-8
22	Huesca	22167	Osso de Cinca	2009	-60
22	Huesca	22170	Panticosa	2009	-12
22	Huesca	22172	Peñalba	2009	-4
22	Huesca	22173	Peñas de Riglos (Las)	2009	0
22	Huesca	22174	Peralta de Alcofea	2009	-5
22	Huesca	22175	Peralta de Calasanz	2009	11
22	Huesca	22176	Peraltilla	2009	5
22	Huesca	22177	Perarrúa	2009	3
22	Huesca	22178	Pertusa	2009	4
22	Huesca	22181	Piracés	2009	9
22	Huesca	22182	Plan	2009	2
22	Huesca	22184	Poleñino	2009	5
22	Huesca	22186	Pozán de Vero	2009	-2
22	Huesca	22187	Puebla de Castro (La)	2009	8
22	Huesca	22188	Puente de Montañana	2009	-13
22	Huesca	22189	Puértolas	2009	3
22	Huesca	22190	Pueyo de Araguás (El)	2009	-1
22	Huesca	22193	Pueyo de Santa Cruz	2009	-1
22	Huesca	22195	Quicena	2009	-2
22	Huesca	22197	Robres	2009	-1
22	Huesca	22199	Sabiñánigo	2009	29
22	Huesca	22200	Sahún	2009	-8
22	Huesca	22201	Salas Altas	2009	10
22	Huesca	22202	Salas Bajas	2009	-3
22	Huesca	22203	Salillas	2009	-2
22	Huesca	22204	Sallent de Gállego	2009	44
22	Huesca	22205	San Esteban de Litera	2009	3
22	Huesca	22206	Sangarrén	2009	-18
22	Huesca	22207	San Juan de Plan	2009	-1
22	Huesca	22208	Santa Cilia	2009	-3
22	Huesca	22209	Santa Cruz de la Serós	2009	-4
22	Huesca	22212	Santaliestra y San Quílez	2009	-2
22	Huesca	22213	Sariñena	2009	-10
22	Huesca	22214	Secastilla	2009	7
22	Huesca	22215	Seira	2009	-10
22	Huesca	22217	Sena	2009	3
22	Huesca	22218	Senés de Alcubierre	2009	8
22	Huesca	22220	Sesa	2009	-4
22	Huesca	22221	Sesué	2009	3
22	Huesca	22222	Siétamo	2009	22
22	Huesca	22223	Sopeira	2009	-1
22	Huesca	22225	Tamarite de Litera	2009	0
22	Huesca	22226	Tardienta	2009	-18
22	Huesca	22227	Tella-Sin	2009	-18
22	Huesca	22228	Tierz	2009	9
22	Huesca	22229	Tolva	2009	-3
22	Huesca	22230	Torla-Ordesa	2009	5
22	Huesca	22232	Torralba de Aragón	2009	-2
22	Huesca	22233	Torre la Ribera	2009	1
22	Huesca	22234	Torrente de Cinca	2009	-36
22	Huesca	22235	Torres de Alcanadre	2009	-4
22	Huesca	22236	Torres de Barbués	2009	-8
22	Huesca	22239	Tramaced	2009	1
22	Huesca	22242	Valfarta	2009	-2
22	Huesca	22243	Valle de Bardají	2009	-1
22	Huesca	22244	Valle de Lierp	2009	1
22	Huesca	22245	Velilla de Cinca	2009	-6
22	Huesca	22246	Beranuy	2009	4
22	Huesca	22247	Viacamp y Litera	2009	-2
22	Huesca	22248	Vicién	2009	-7
22	Huesca	22249	Villanova	2009	3
22	Huesca	22250	Villanúa	2009	13
22	Huesca	22251	Villanueva de Sigena	2009	0
22	Huesca	22252	Yebra de Basa	2009	-3
22	Huesca	22253	Yésero	2009	-3
22	Huesca	22254	Zaidín	2009	-14
22	Huesca	22901	Valle de Hecho	2009	8
22	Huesca	22902	Puente la Reina de Jaca	2009	-3
22	Huesca	22903	San Miguel del Cinca	2009	2
22	Huesca	22904	Sotonera (La)	2009	-1
22	Huesca	22905	Lupiñén-Ortilla	2009	11
22	Huesca	22906	Santa María de Dulcis	2009	8
22	Huesca	22907	Aínsa-Sobrarbe	2009	9
22	Huesca	22908	Hoz y Costeán	2009	-4
22	Huesca	22909	Vencillón	2009	-7
44	Teruel	44001	Ababuj	2009	0
44	Teruel	44002	Abejuela	2009	1
44	Teruel	44004	Aguaviva	2009	-15
44	Teruel	44005	Aguilar del Alfambra	2009	2
44	Teruel	44006	Alacón	2009	-19
44	Teruel	44007	Alba	2009	2
44	Teruel	44008	Albalate del Arzobispo	2009	-19
44	Teruel	44009	Albarracín	2009	27
44	Teruel	44010	Albentosa	2009	-10
44	Teruel	44011	Alcaine	2009	5
44	Teruel	44012	Alcalá de la Selva	2009	6
44	Teruel	44013	Alcañiz	2009	-107
44	Teruel	44014	Alcorisa	2009	-43
44	Teruel	44016	Alfambra	2009	-27
44	Teruel	44017	Aliaga	2009	-2
44	Teruel	44018	Almohaja	2009	7
44	Teruel	44019	Alobras	2009	1
44	Teruel	44021	Allepuz	2009	0
44	Teruel	44022	Alloza	2009	1
44	Teruel	44023	Allueva	2009	0
44	Teruel	44024	Anadón	2009	1
44	Teruel	44025	Andorra	2009	-25
44	Teruel	44026	Arcos de las Salinas	2009	-6
44	Teruel	44027	Arens de Lledó	2009	0
44	Teruel	44028	Argente	2009	-3
44	Teruel	44029	Ariño	2009	-17
44	Teruel	44031	Azaila	2009	-13
44	Teruel	44032	Bádenas	2009	-2
44	Teruel	44033	Báguena	2009	-7
44	Teruel	44034	Bañón	2009	-3
44	Teruel	44035	Barrachina	2009	13
44	Teruel	44036	Bea	2009	-1
44	Teruel	44037	Beceite	2009	-12
44	Teruel	44038	Belmonte de San José	2009	-5
44	Teruel	44039	Bello	2009	2
44	Teruel	44040	Berge	2009	6
44	Teruel	44041	Bezas	2009	3
44	Teruel	44042	Blancas	2009	6
44	Teruel	44043	Blesa	2009	-1
44	Teruel	44044	Bordón	2009	0
44	Teruel	44045	Bronchales	2009	-3
44	Teruel	44046	Bueña	2009	-1
44	Teruel	44047	Burbáguena	2009	9
44	Teruel	44048	Cabra de Mora	2009	-1
44	Teruel	44049	Calaceite	2009	23
44	Teruel	44050	Calamocha	2009	-108
44	Teruel	44051	Calanda	2009	133
44	Teruel	44052	Calomarde	2009	-5
44	Teruel	44053	Camañas	2009	9
44	Teruel	44054	Camarena de la Sierra	2009	-4
44	Teruel	44055	Camarillas	2009	-1
44	Teruel	44056	Caminreal	2009	-3
44	Teruel	44059	Cantavieja	2009	-13
44	Teruel	44060	Cañada de Benatanduz	2009	-1
44	Teruel	44061	Cañada de Verich (La)	2009	3
44	Teruel	44062	Cañada Vellida	2009	-2
44	Teruel	44063	Cañizar del Olivar	2009	-7
44	Teruel	44064	Cascante del Río	2009	-1
44	Teruel	44065	Castejón de Tornos	2009	1
44	Teruel	44066	Castel de Cabra	2009	-3
44	Teruel	44067	Castelnou	2009	9
44	Teruel	44068	Castelserás	2009	9
44	Teruel	44070	Castellar (El)	2009	-5
44	Teruel	44071	Castellote	2009	-11
44	Teruel	44074	Cedrillas	2009	9
44	Teruel	44075	Celadas	2009	6
44	Teruel	44076	Cella	2009	-141
44	Teruel	44077	Cerollera (La)	2009	-2
44	Teruel	44080	Codoñera (La)	2009	7
44	Teruel	44082	Corbalán	2009	5
44	Teruel	44084	Cortes de Aragón	2009	-4
44	Teruel	44085	Cosa	2009	-2
44	Teruel	44086	Cretas	2009	-2
44	Teruel	44087	Crivillén	2009	-5
44	Teruel	44088	Cuba (La)	2009	-9
44	Teruel	44089	Cubla	2009	5
44	Teruel	44090	Cucalón	2009	-6
44	Teruel	44092	Cuervo (El)	2009	1
44	Teruel	44093	Cuevas de Almudén	2009	6
44	Teruel	44094	Cuevas Labradas	2009	1
44	Teruel	44096	Ejulve	2009	-1
44	Teruel	44097	Escorihuela	2009	-7
44	Teruel	44099	Escucha	2009	16
44	Teruel	44100	Estercuel	2009	19
44	Teruel	44101	Ferreruela de Huerva	2009	-1
44	Teruel	44103	Formiche Alto	2009	-7
44	Teruel	44105	Fórnoles	2009	5
44	Teruel	44106	Fortanete	2009	-9
44	Teruel	44107	Foz-Calanda	2009	-17
44	Teruel	44108	Fresneda (La)	2009	15
44	Teruel	44109	Frías de Albarracín	2009	-2
44	Teruel	44110	Fuenferrada	2009	-2
44	Teruel	44111	Fuentes Calientes	2009	-4
44	Teruel	44112	Fuentes Claras	2009	-72
44	Teruel	44113	Fuentes de Rubielos	2009	-10
44	Teruel	44114	Fuentespalda	2009	1
44	Teruel	44115	Galve	2009	6
44	Teruel	44116	Gargallo	2009	5
44	Teruel	44117	Gea de Albarracín	2009	-1
44	Teruel	44118	Ginebrosa (La)	2009	6
44	Teruel	44119	Griegos	2009	-1
44	Teruel	44120	Guadalaviar	2009	-4
44	Teruel	44121	Gúdar	2009	-1
44	Teruel	44122	Híjar	2009	8
44	Teruel	44123	Hinojosa de Jarque	2009	2
44	Teruel	44124	Hoz de la Vieja (La)	2009	-8
44	Teruel	44125	Huesa del Común	2009	-6
44	Teruel	44126	Iglesuela del Cid (La)	2009	-5
44	Teruel	44127	Jabaloyas	2009	-9
44	Teruel	44128	Jarque de la Val	2009	-7
44	Teruel	44129	Jatiel	2009	-2
44	Teruel	44130	Jorcas	2009	1
44	Teruel	44131	Josa	2009	4
44	Teruel	44132	Lagueruela	2009	-3
44	Teruel	44133	Lanzuela	2009	3
44	Teruel	44135	Libros	2009	5
44	Teruel	44136	Lidón	2009	-5
44	Teruel	44137	Linares de Mora	2009	-17
44	Teruel	44138	Loscos	2009	2
44	Teruel	44141	Lledó	2009	0
44	Teruel	44142	Maicas	2009	5
44	Teruel	44143	Manzanera	2009	-6
44	Teruel	44144	Martín del Río	2009	1
44	Teruel	44145	Mas de las Matas	2009	-6
44	Teruel	44146	Mata de los Olmos (La)	2009	9
44	Teruel	44147	Mazaleón	2009	-1
44	Teruel	44148	Mezquita de Jarque	2009	-2
44	Teruel	44149	Mirambel	2009	-6
44	Teruel	44150	Miravete de la Sierra	2009	-2
44	Teruel	44151	Molinos	2009	0
44	Teruel	44152	Monforte de Moyuela	2009	-8
44	Teruel	44153	Monreal del Campo	2009	23
44	Teruel	44154	Monroyo	2009	-9
44	Teruel	44155	Montalbán	2009	-34
44	Teruel	44156	Monteagudo del Castillo	2009	-11
44	Teruel	44157	Monterde de Albarracín	2009	-3
44	Teruel	44158	Mora de Rubielos	2009	-27
44	Teruel	44159	Moscardón	2009	7
44	Teruel	44160	Mosqueruela	2009	-7
44	Teruel	44161	Muniesa	2009	-3
44	Teruel	44163	Noguera de Albarracín	2009	-5
44	Teruel	44164	Nogueras	2009	1
44	Teruel	44165	Nogueruelas	2009	-10
44	Teruel	44167	Obón	2009	-6
44	Teruel	44168	Odón	2009	1
44	Teruel	44169	Ojos Negros	2009	-15
44	Teruel	44171	Olba	2009	8
44	Teruel	44172	Oliete	2009	1
44	Teruel	44173	Olmos (Los)	2009	-5
44	Teruel	44174	Orihuela del Tremedal	2009	3
44	Teruel	44175	Orrios	2009	-6
44	Teruel	44176	Palomar de Arroyos	2009	-6
44	Teruel	44177	Pancrudo	2009	3
44	Teruel	44178	Parras de Castellote (Las)	2009	3
44	Teruel	44179	Peñarroya de Tastavins	2009	-4
44	Teruel	44180	Peracense	2009	-5
44	Teruel	44181	Peralejos	2009	0
44	Teruel	44182	Perales del Alfambra	2009	-2
44	Teruel	44183	Pitarque	2009	-1
44	Teruel	44184	Plou	2009	-3
44	Teruel	44185	Pobo (El)	2009	7
44	Teruel	44187	Portellada (La)	2009	4
44	Teruel	44189	Pozondón	2009	-1
44	Teruel	44190	Pozuel del Campo	2009	1
44	Teruel	44191	Puebla de Híjar (La)	2009	-13
44	Teruel	44192	Puebla de Valverde (La)	2009	4
44	Teruel	44193	Puertomingalvo	2009	-16
44	Teruel	44194	Ráfales	2009	14
44	Teruel	44195	Rillo	2009	3
44	Teruel	44196	Riodeva	2009	-14
44	Teruel	44197	Ródenas	2009	9
44	Teruel	44198	Royuela	2009	6
44	Teruel	44199	Rubiales	2009	1
44	Teruel	44200	Rubielos de la Cérida	2009	0
44	Teruel	44201	Rubielos de Mora	2009	-4
44	Teruel	44203	Salcedillo	2009	-3
44	Teruel	44204	Saldón	2009	0
44	Teruel	44205	Samper de Calanda	2009	-9
44	Teruel	44206	San Agustín	2009	2
44	Teruel	44207	San Martín del Río	2009	-1
44	Teruel	44208	Santa Cruz de Nogueras	2009	5
44	Teruel	44209	Santa Eulalia	2009	-13
44	Teruel	44210	Sarrión	2009	-20
44	Teruel	44211	Segura de los Baños	2009	1
44	Teruel	44212	Seno	2009	2
44	Teruel	44213	Singra	2009	2
44	Teruel	44215	Terriente	2009	-1
44	Teruel	44216	Teruel	2009	121
44	Teruel	44217	Toril y Masegoso	2009	-2
44	Teruel	44218	Tormón	2009	0
44	Teruel	44219	Tornos	2009	-1
44	Teruel	44220	Torralba de los Sisones	2009	-11
44	Teruel	44221	Torrecilla de Alcañiz	2009	8
44	Teruel	44222	Torrecilla del Rebollar	2009	2
44	Teruel	44223	Torre de Arcas	2009	-5
44	Teruel	44224	Torre de las Arcas	2009	-4
44	Teruel	44225	Torre del Compte	2009	0
44	Teruel	44226	Torrelacárcel	2009	-5
44	Teruel	44227	Torre los Negros	2009	13
44	Teruel	44228	Torremocha de Jiloca	2009	6
44	Teruel	44229	Torres de Albarracín	2009	13
44	Teruel	44230	Torrevelilla	2009	10
44	Teruel	44231	Torrijas	2009	3
44	Teruel	44232	Torrijo del Campo	2009	-23
44	Teruel	44234	Tramacastiel	2009	3
44	Teruel	44235	Tramacastilla	2009	-6
44	Teruel	44236	Tronchón	2009	-3
44	Teruel	44237	Urrea de Gaén	2009	2
44	Teruel	44238	Utrillas	2009	-56
44	Teruel	44239	Valacloche	2009	-3
44	Teruel	44240	Valbona	2009	-4
44	Teruel	44241	Valdealgorfa	2009	25
44	Teruel	44243	Valdecuenca	2009	3
44	Teruel	44244	Valdelinares	2009	2
44	Teruel	44245	Valdeltormo	2009	7
44	Teruel	44246	Valderrobres	2009	36
44	Teruel	44247	Valjunquera	2009	-9
44	Teruel	44249	Vallecillo (El)	2009	-2
44	Teruel	44250	Veguillas de la Sierra	2009	1
44	Teruel	44251	Villafranca del Campo	2009	-17
44	Teruel	44252	Villahermosa del Campo	2009	1
44	Teruel	44256	Villanueva del Rebollar de la Sierra	2009	4
44	Teruel	44257	Villar del Cobo	2009	-6
44	Teruel	44258	Villar del Salz	2009	-1
44	Teruel	44260	Villarluengo	2009	-7
44	Teruel	44261	Villarquemado	2009	-9
44	Teruel	44262	Villarroya de los Pinares	2009	-7
44	Teruel	44263	Villastar	2009	17
44	Teruel	44264	Villel	2009	-12
44	Teruel	44265	Vinaceite	2009	-14
44	Teruel	44266	Visiedo	2009	-3
44	Teruel	44267	Vivel del Río Martín	2009	-3
50	Zaragoza	50002	Acered	2009	-7
50	Zaragoza	50003	Agón	2009	-7
50	Zaragoza	50004	Aguarón	2009	2
50	Zaragoza	50005	Aguilón	2009	-3
50	Zaragoza	50006	Ainzón	2009	-12
50	Zaragoza	50007	Aladrén	2009	2
50	Zaragoza	50008	Alagón	2009	-10
50	Zaragoza	50009	Alarba	2009	3
50	Zaragoza	50010	Alberite de San Juan	2009	-2
50	Zaragoza	50011	Albeta	2009	4
50	Zaragoza	50012	Alborge	2009	3
50	Zaragoza	50013	Alcalá de Ebro	2009	-11
50	Zaragoza	50014	Alcalá de Moncayo	2009	-1
50	Zaragoza	50015	Alconchel de Ariza	2009	-7
50	Zaragoza	50016	Aldehuela de Liestos	2009	-7
50	Zaragoza	50017	Alfajarín	2009	110
50	Zaragoza	50018	Alfamén	2009	20
50	Zaragoza	50019	Alforque	2009	-6
50	Zaragoza	50020	Alhama de Aragón	2009	-19
50	Zaragoza	50022	Almolda (La)	2009	-2
50	Zaragoza	50023	Almonacid de la Cuba	2009	-3
50	Zaragoza	50024	Almonacid de la Sierra	2009	-12
50	Zaragoza	50025	Almunia de Doña Godina (La)	2009	-47
50	Zaragoza	50026	Alpartir	2009	7
50	Zaragoza	50027	Ambel	2009	1
50	Zaragoza	50028	Anento	2009	3
50	Zaragoza	50029	Aniñón	2009	0
50	Zaragoza	50030	Añón de Moncayo	2009	-5
50	Zaragoza	50031	Aranda de Moncayo	2009	-4
50	Zaragoza	50032	Arándiga	2009	3
50	Zaragoza	50033	Ardisa	2009	2
50	Zaragoza	50034	Ariza	2009	24
50	Zaragoza	50035	Artieda	2009	-5
50	Zaragoza	50036	Asín	2009	-1
50	Zaragoza	50037	Atea	2009	-4
50	Zaragoza	50038	Ateca	2009	51
50	Zaragoza	50039	Azuara	2009	1
50	Zaragoza	50040	Badules	2009	-3
50	Zaragoza	50041	Bagüés	2009	-5
50	Zaragoza	50042	Balconchán	2009	-1
50	Zaragoza	50043	Bárboles	2009	-20
50	Zaragoza	50044	Bardallur	2009	15
50	Zaragoza	50045	Belchite	2009	21
50	Zaragoza	50046	Belmonte de Gracián	2009	14
50	Zaragoza	50047	Berdejo	2009	0
50	Zaragoza	50048	Berrueco	2009	2
50	Zaragoza	50050	Bijuesca	2009	3
50	Zaragoza	50051	Biota	2009	1
50	Zaragoza	50052	Bisimbre	2009	1
50	Zaragoza	50053	Boquiñeni	2009	-6
50	Zaragoza	50054	Bordalba	2009	-3
50	Zaragoza	50055	Borja	2009	23
50	Zaragoza	50056	Botorrita	2009	-4
50	Zaragoza	50057	Brea de Aragón	2009	-35
50	Zaragoza	50058	Bubierca	2009	3
50	Zaragoza	50059	Bujaraloz	2009	0
50	Zaragoza	50060	Bulbuente	2009	-5
50	Zaragoza	50061	Bureta	2009	-6
50	Zaragoza	50062	Burgo de Ebro (El)	2009	9
50	Zaragoza	50063	Buste (El)	2009	-4
50	Zaragoza	50064	Cabañas de Ebro	2009	-4
50	Zaragoza	50066	Cadrete	2009	263
50	Zaragoza	50067	Calatayud	2009	17
50	Zaragoza	50068	Calatorao	2009	28
50	Zaragoza	50069	Calcena	2009	-2
50	Zaragoza	50070	Calmarza	2009	1
50	Zaragoza	50071	Campillo de Aragón	2009	-1
50	Zaragoza	50072	Carenas	2009	-3
50	Zaragoza	50073	Cariñena	2009	74
50	Zaragoza	50074	Caspe	2009	241
50	Zaragoza	50075	Castejón de Alarba	2009	-7
50	Zaragoza	50076	Castejón de las Armas	2009	1
50	Zaragoza	50077	Castejón de Valdejasa	2009	-4
50	Zaragoza	50078	Castiliscar	2009	3
50	Zaragoza	50079	Cervera de la Cañada	2009	-3
50	Zaragoza	50080	Cerveruela	2009	0
50	Zaragoza	50081	Cetina	2009	-13
50	Zaragoza	50082	Cimballa	2009	4
50	Zaragoza	50083	Cinco Olivas	2009	4
50	Zaragoza	50084	Clarés de Ribota	2009	8
50	Zaragoza	50085	Codo	2009	4
50	Zaragoza	50086	Codos	2009	0
50	Zaragoza	50087	Contamina	2009	1
50	Zaragoza	50088	Cosuenda	2009	7
50	Zaragoza	50089	Cuarte de Huerva	2009	688
50	Zaragoza	50090	Cubel	2009	-5
50	Zaragoza	50091	Cuerlas (Las)	2009	-2
50	Zaragoza	50092	Chiprana	2009	-7
50	Zaragoza	50093	Chodes	2009	1
50	Zaragoza	50094	Daroca	2009	16
50	Zaragoza	50095	Ejea de los Caballeros	2009	45
50	Zaragoza	50096	Embid de Ariza	2009	0
50	Zaragoza	50098	Encinacorba	2009	-8
50	Zaragoza	50099	Épila	2009	74
50	Zaragoza	50100	Erla	2009	5
50	Zaragoza	50101	Escatrón	2009	-13
50	Zaragoza	50102	Fabara	2009	29
50	Zaragoza	50104	Farlete	2009	11
50	Zaragoza	50105	Fayón	2009	-10
50	Zaragoza	50106	Fayos (Los)	2009	-3
50	Zaragoza	50107	Figueruelas	2009	-8
50	Zaragoza	50108	Fombuena	2009	2
50	Zaragoza	50109	Frago (El)	2009	-6
50	Zaragoza	50110	Frasno (El)	2009	2
50	Zaragoza	50111	Fréscano	2009	-11
50	Zaragoza	50113	Fuendejalón	2009	7
50	Zaragoza	50114	Fuendetodos	2009	6
50	Zaragoza	50115	Fuentes de Ebro	2009	30
50	Zaragoza	50116	Fuentes de Jiloca	2009	7
50	Zaragoza	50117	Gallocanta	2009	2
50	Zaragoza	50118	Gallur	2009	-26
50	Zaragoza	50119	Gelsa	2009	-16
50	Zaragoza	50120	Godojos	2009	-4
50	Zaragoza	50121	Gotor	2009	10
50	Zaragoza	50122	Grisel	2009	-5
50	Zaragoza	50123	Grisén	2009	9
50	Zaragoza	50124	Herrera de los Navarros	2009	-8
50	Zaragoza	50125	Ibdes	2009	-13
50	Zaragoza	50126	Illueca	2009	-36
50	Zaragoza	50128	Isuerre	2009	1
50	Zaragoza	50129	Jaraba	2009	17
50	Zaragoza	50130	Jarque de Moncayo	2009	3
50	Zaragoza	50131	Jaulín	2009	16
50	Zaragoza	50132	Joyosa (La)	2009	23
50	Zaragoza	50133	Lagata	2009	-3
50	Zaragoza	50134	Langa del Castillo	2009	1
50	Zaragoza	50135	Layana	2009	5
50	Zaragoza	50136	Lécera	2009	23
50	Zaragoza	50137	Leciñena	2009	17
50	Zaragoza	50138	Lechón	2009	3
50	Zaragoza	50139	Letux	2009	-19
50	Zaragoza	50140	Litago	2009	8
50	Zaragoza	50141	Lituénigo	2009	5
50	Zaragoza	50142	Lobera de Onsella	2009	1
50	Zaragoza	50143	Longares	2009	-6
50	Zaragoza	50144	Longás	2009	-3
50	Zaragoza	50146	Lucena de Jalón	2009	-5
50	Zaragoza	50147	Luceni	2009	10
50	Zaragoza	50148	Luesia	2009	-17
50	Zaragoza	50149	Luesma	2009	1
50	Zaragoza	50150	Lumpiaque	2009	-103
50	Zaragoza	50151	Luna	2009	-1
50	Zaragoza	50152	Maella	2009	25
50	Zaragoza	50153	Magallón	2009	-16
50	Zaragoza	50154	Mainar	2009	4
50	Zaragoza	50155	Malanquilla	2009	4
50	Zaragoza	50156	Maleján	2009	2
50	Zaragoza	50157	Malón	2009	2
50	Zaragoza	50159	Maluenda	2009	-5
50	Zaragoza	50160	Mallén	2009	-13
50	Zaragoza	50161	Manchones	2009	-3
50	Zaragoza	50162	Mara	2009	3
50	Zaragoza	50163	María de Huerva	2009	223
50	Zaragoza	50164	Mediana de Aragón	2009	-7
50	Zaragoza	50165	Mequinenza	2009	17
50	Zaragoza	50166	Mesones de Isuela	2009	-1
50	Zaragoza	50167	Mezalocha	2009	-9
50	Zaragoza	50168	Mianos	2009	-3
50	Zaragoza	50169	Miedes de Aragón	2009	10
50	Zaragoza	50170	Monegrillo	2009	-13
50	Zaragoza	50171	Moneva	2009	-4
50	Zaragoza	50172	Monreal de Ariza	2009	-6
50	Zaragoza	50173	Monterde	2009	1
50	Zaragoza	50174	Montón	2009	3
50	Zaragoza	50175	Morata de Jalón	2009	2
50	Zaragoza	50176	Morata de Jiloca	2009	-3
50	Zaragoza	50177	Morés	2009	4
50	Zaragoza	50178	Moros	2009	-13
50	Zaragoza	50179	Moyuela	2009	-15
50	Zaragoza	50180	Mozota	2009	0
50	Zaragoza	50181	Muel	2009	8
50	Zaragoza	50182	Muela (La)	2009	205
50	Zaragoza	50183	Munébrega	2009	25
50	Zaragoza	50184	Murero	2009	-4
50	Zaragoza	50185	Murillo de Gállego	2009	-7
50	Zaragoza	50186	Navardún	2009	1
50	Zaragoza	50187	Nigüella	2009	0
50	Zaragoza	50188	Nombrevilla	2009	-1
50	Zaragoza	50189	Nonaspe	2009	-22
50	Zaragoza	50190	Novallas	2009	21
50	Zaragoza	50191	Novillas	2009	-11
50	Zaragoza	50192	Nuévalos	2009	-3
50	Zaragoza	50193	Nuez de Ebro	2009	30
50	Zaragoza	50194	Olvés	2009	-1
50	Zaragoza	50195	Orcajo	2009	-1
50	Zaragoza	50196	Orera	2009	4
50	Zaragoza	50197	Orés	2009	-2
50	Zaragoza	50198	Oseja	2009	6
50	Zaragoza	50199	Osera de Ebro	2009	27
50	Zaragoza	50200	Paniza	2009	-6
50	Zaragoza	50201	Paracuellos de Jiloca	2009	17
50	Zaragoza	50202	Paracuellos de la Ribera	2009	3
50	Zaragoza	50203	Pastriz	2009	-6
50	Zaragoza	50204	Pedrola	2009	19
50	Zaragoza	50205	Pedrosas (Las)	2009	0
50	Zaragoza	50206	Perdiguera	2009	6
50	Zaragoza	50207	Piedratajada	2009	2
50	Zaragoza	50208	Pina de Ebro	2009	58
50	Zaragoza	50209	Pinseque	2009	47
50	Zaragoza	50210	Pintanos (Los)	2009	-1
50	Zaragoza	50211	Plasencia de Jalón	2009	-1
50	Zaragoza	50212	Pleitas	2009	-2
50	Zaragoza	50213	Plenas	2009	-4
50	Zaragoza	50214	Pomer	2009	-1
50	Zaragoza	50215	Pozuel de Ariza	2009	-2
50	Zaragoza	50216	Pozuelo de Aragón	2009	3
50	Zaragoza	50217	Pradilla de Ebro	2009	-18
50	Zaragoza	50218	Puebla de Albortón	2009	-1
50	Zaragoza	50219	Puebla de Alfindén (La)	2009	141
50	Zaragoza	50220	Puendeluna	2009	8
50	Zaragoza	50221	Purujosa	2009	-3
50	Zaragoza	50222	Quinto	2009	1
50	Zaragoza	50223	Remolinos	2009	18
50	Zaragoza	50224	Retascón	2009	-1
50	Zaragoza	50225	Ricla	2009	98
50	Zaragoza	50227	Romanos	2009	2
50	Zaragoza	50228	Rueda de Jalón	2009	3
50	Zaragoza	50229	Ruesca	2009	-3
50	Zaragoza	50230	Sádaba	2009	12
50	Zaragoza	50231	Salillas de Jalón	2009	11
50	Zaragoza	50232	Salvatierra de Esca	2009	-6
50	Zaragoza	50233	Samper del Salz	2009	2
50	Zaragoza	50234	San Martín de la Virgen de Moncayo	2009	-2
50	Zaragoza	50235	San Mateo de Gállego	2009	67
50	Zaragoza	50236	Santa Cruz de Grío	2009	-16
50	Zaragoza	50237	Santa Cruz de Moncayo	2009	0
50	Zaragoza	50238	Santa Eulalia de Gállego	2009	-2
50	Zaragoza	50239	Santed	2009	2
50	Zaragoza	50240	Sástago	2009	9
50	Zaragoza	50241	Saviñán	2009	-4
50	Zaragoza	50242	Sediles	2009	0
50	Zaragoza	50243	Sestrica	2009	2
50	Zaragoza	50244	Sierra de Luna	2009	0
50	Zaragoza	50245	Sigüés	2009	-6
50	Zaragoza	50247	Sobradiel	2009	30
50	Zaragoza	50248	Sos del Rey Católico	2009	-15
50	Zaragoza	50249	Tabuenca	2009	6
50	Zaragoza	50250	Talamantes	2009	-2
50	Zaragoza	50251	Tarazona	2009	-9
50	Zaragoza	50252	Tauste	2009	-119
50	Zaragoza	50253	Terrer	2009	-9
50	Zaragoza	50254	Tierga	2009	-4
50	Zaragoza	50255	Tobed	2009	9
50	Zaragoza	50256	Torralba de los Frailes	2009	0
50	Zaragoza	50257	Torralba de Ribota	2009	0
50	Zaragoza	50258	Torralbilla	2009	-5
50	Zaragoza	50259	Torrehermosa	2009	-4
50	Zaragoza	50260	Torrelapaja	2009	1
50	Zaragoza	50261	Torrellas	2009	-7
50	Zaragoza	50262	Torres de Berrellén	2009	-16
50	Zaragoza	50263	Torrijo de la Cañada	2009	-5
50	Zaragoza	50264	Tosos	2009	2
50	Zaragoza	50265	Trasmoz	2009	-6
50	Zaragoza	50266	Trasobares	2009	-5
50	Zaragoza	50267	Uncastillo	2009	-5
50	Zaragoza	50268	Undués de Lerda	2009	-2
50	Zaragoza	50269	Urrea de Jalón	2009	3
50	Zaragoza	50270	Urriés	2009	-2
50	Zaragoza	50271	Used	2009	-6
