Año	Municipio código	Municipio nombre	Incendios	Superficie forestal afectada
2011	44001	Ababuj	0	0
2011	44002	Abejuela	0	0
2011	44003	Aguatón	0	0
2011	44004	Aguaviva	1	0,01
2011	44005	Aguilar del Alfambra	0	0
2011	44006	Alacón	0	0
2011	44007	Alba	0	0
2011	44008	Albalate del Arzobispo	3	3,85
2011	44009	Albarracín	1	0,86
2011	44010	Albentosa	1	1,5
2011	44011	Alcaine	0	0
2011	44012	Alcalá de la Selva	0	0
2011	44013	Alcañiz	1	0,01
2011	44014	Alcorisa	0	0
2011	44016	Alfambra	0	0
2011	44017	Aliaga	0	0
2011	44018	Almohaja	0	0
2011	44019	Alobras	0	0
2011	44020	Alpeñés	0	0
2011	44021	Allepuz	0	0
2011	44022	Alloza	0	0
2011	44023	Allueva	0	0
2011	44024	Anadón	0	0
2011	44025	Andorra	3	0,08
2011	44026	Arcos de las Salinas	0	0
2011	44027	Arens de Lledó	1	0,12
2011	44028	Argente	0	0
2011	44029	Ariño	1	0,23
2011	44031	Azaila	0	0
2011	44032	Bádenas	0	0
2011	44033	Báguena	2	1,56
2011	44034	Bañón	0	0
2011	44035	Barrachina	0	0
2011	44036	Bea	0	0
2011	44037	Beceite	0	0
2011	44038	Belmonte de San José	0	0
2011	44039	Bello	0	0
2011	44040	Berge	2	0,53
2011	44041	Bezas	0	0
2011	44042	Blancas	0	0
2011	44043	Blesa	0	0
2011	44044	Bordón	0	0
2011	44045	Bronchales	0	0
2011	44046	Bueña	0	0
2011	44047	Burbáguena	1	0,2
2011	44048	Cabra de Mora	0	0
2011	44049	Calaceite	0	0
2011	44050	Calamocha	5	2,54
2011	44051	Calanda	1	0,12
2011	44052	Calomarde	0	0
2011	44053	Camañas	0	0
2011	44054	Camarena de la Sierra	0	0
2011	44055	Camarillas	0	0
2011	44056	Caminreal	0	0
2011	44059	Cantavieja	1	0,01
2011	44060	Cañada de Benatanduz	0	0
2011	44061	Cañada de Verich (La)	0	0
2011	44062	Cañada Vellida	0	0
2011	44063	Cañizar del Olivar	2	0,17
2011	44064	Cascante del Río	1	135,59
2011	44065	Castejón de Tornos	0	0
2011	44066	Castel de Cabra	0	0
2011	44067	Castelnou	0	0
2011	44068	Castelserás	0	0
2011	44070	Castellar (El)	0	0
2011	44071	Castellote	4	0,24
2011	44074	Cedrillas	0	0
2011	44075	Celadas	0	0
2011	44076	Cella	1	6,6
2011	44077	Cerollera (La)	1	0,1
2011	44080	Codoñera (La)	0	0
2011	44082	Corbalán	2	0,26
2011	44084	Cortes de Aragón	0	0
2011	44085	Cosa	0	0
2011	44086	Cretas	2	0,59
2011	44087	Crivillén	0	0
2011	44088	Cuba (La)	0	0
2011	44089	Cubla	0	0
2011	44090	Cucalón	0	0
2011	44092	Cuervo (El)	0	0
2011	44093	Cuevas de Almudén	0	0
2011	44094	Cuevas Labradas	0	0
2011	44096	Ejulve	0	0
2011	44097	Escorihuela	0	0
2011	44099	Escucha	1	0,4
2011	44100	Estercuel	0	0
2011	44101	Ferreruela de Huerva	0	0
2011	44102	Fonfría	0	0
2011	44103	Formiche Alto	2	0,15
2011	44105	Fórnoles	2	0,03
2011	44106	Fortanete	1	0,04
2011	44107	Foz-Calanda	1	0,68
2011	44108	Fresneda (La)	2	0,32
2011	44109	Frías de Albarracín	0	0
2011	44110	Fuenferrada	1	1,1
2011	44111	Fuentes Calientes	0	0
2011	44112	Fuentes Claras	0	0
2011	44113	Fuentes de Rubielos	1	0,02
2011	44114	Fuentespalda	0	0
2011	44115	Galve	0	0
2011	44116	Gargallo	1	0,01
2011	44117	Gea de Albarracín	2	0,09
2011	44118	Ginebrosa (La)	0	0
2011	44119	Griegos	0	0
2011	44120	Guadalaviar	0	0
2011	44121	Gúdar	0	0
2011	44122	Híjar	3	6,96
2011	44123	Hinojosa de Jarque	0	0
2011	44124	Hoz de la Vieja (La)	1	0,32
2011	44125	Huesa del Común	0	0
2011	44126	Iglesuela del Cid (La)	0	0
2011	44127	Jabaloyas	0	0
2011	44128	Jarque de la Val	0	0
2011	44129	Jatiel	0	0
2011	44130	Jorcas	0	0
2011	44131	Josa	0	0
2011	44132	Lagueruela	0	0
2011	44133	Lanzuela	0	0
2011	44135	Libros	1	0,33
2011	44136	Lidón	0	0
2011	44137	Linares de Mora	1	0,06
2011	44138	Loscos	0	0
2011	44141	Lledó	1	1,88
2011	44142	Maicas	0	0
2011	44143	Manzanera	3	1,32
2011	44144	Martín del Río	2	12,31
2011	44145	Mas de las Matas	0	0
2011	44146	Mata de los Olmos (La)	0	0
2011	44147	Mazaleón	0	0
2011	44148	Mezquita de Jarque	0	0
2011	44149	Mirambel	0	0
2011	44150	Miravete de la Sierra	0	0
2011	44151	Molinos	0	0
2011	44152	Monforte de Moyuela	1	0,01
2011	44153	Monreal del Campo	0	0
2011	44154	Monroyo	2	0,04
2011	44155	Montalbán	2	0,03
2011	44156	Monteagudo del Castillo	0	0
2011	44157	Monterde de Albarracín	1	0,1
2011	44158	Mora de Rubielos	0	0
2011	44159	Moscardón	0	0
2011	44160	Mosqueruela	2	0,51
2011	44161	Muniesa	0	0
2011	44163	Noguera de Albarracín	0	0
2011	44164	Nogueras	0	0
2011	44165	Nogueruelas	0	0
2011	44167	Obón	1	83
2011	44168	Odón	0	0
2011	44169	Ojos Negros	0	0
2011	44171	Olba	0	0
2011	44172	Oliete	0	0
2011	44173	Olmos (Los)	1	2,6
2011	44174	Orihuela del Tremedal	2	0,09
2011	44175	Orrios	0	0
2011	44176	Palomar de Arroyos	0	0
2011	44177	Pancrudo	0	0
2011	44178	Parras de Castellote (Las)	0	0
2011	44179	Peñarroya de Tastavins	1	0,01
2011	44180	Peracense	0	0
2011	44181	Peralejos	0	0
2011	44182	Perales del Alfambra	0	0
2011	44183	Pitarque	0	0
2011	44184	Plou	0	0
2011	44185	Pobo (El)	0	0
2011	44187	Portellada (La)	0	0
2011	44189	Pozondón	0	0
2011	44190	Pozuel del Campo	0	0
2011	44191	Puebla de Híjar (La)	1	1,96
2011	44192	Puebla de Valverde (La)	1	0,01
2011	44193	Puertomingalvo	0	0
2011	44194	Ráfales	0	0
2011	44195	Rillo	1	0,38
2011	44196	Riodeva	0	0
2011	44197	Ródenas	0	0
2011	44198	Royuela	0	0
2011	44199	Rubiales	0	0
2011	44200	Rubielos de la Cérida	0	0
2011	44201	Rubielos de Mora	1	0,01
2011	44203	Salcedillo	2	0,22
2011	44204	Saldón	0	0
2011	44205	Samper de Calanda	2	1,01
2011	44206	San Agustín	0	0
2011	44207	San Martín del Río	1	7,05
2011	44208	Santa Cruz de Nogueras	0	0
2011	44209	Santa Eulalia	0	0
2011	44210	Sarrión	1	0,02
2011	44211	Segura de los Baños	0	0
2011	44212	Seno	1	0,72
2011	44213	Singra	0	0
2011	44215	Terriente	0	0
2011	44216	Teruel	1	0,01
2011	44217	Toril y Masegoso	0	0
2011	44218	Tormón	0	0
2011	44219	Tornos	0	0
2011	44220	Torralba de los Sisones	0	0
2011	44221	Torrecilla de Alcañiz	0	0
2011	44222	Torrecilla del Rebollar	0	0
2011	44223	Torre de Arcas	2	0,04
2011	44224	Torre de las Arcas	0	0
2011	44225	Torre del Compte	0	0
2011	44226	Torrelacárcel	0	0
2011	44227	Torre los Negros	0	0
2011	44228	Torremocha de Jiloca	0	0
2011	44229	Torres de Albarracín	0	0
2011	44230	Torrevelilla	0	0
2011	44231	Torrijas	0	0
2011	44232	Torrijo del Campo	0	0
2011	44234	Tramacastiel	0	0
2011	44235	Tramacastilla	0	0
2011	44236	Tronchón	0	0
2011	44237	Urrea de Gaén	0	0
2011	44238	Utrillas	0	0
2011	44239	Valacloche	0	0
2011	44240	Valbona	1	0,01
2011	44241	Valdealgorfa	0	0
2011	44243	Valdecuenca	0	0
2011	44244	Valdelinares	1	2,14
2011	44245	Valdeltormo	0	0
2011	44246	Valderrobres	0	0
2011	44247	Valjunquera	2	14,25
2011	44249	Vallecillo (El)	0	0
2011	44250	Veguillas de la Sierra	0	0
2011	44251	Villafranca del Campo	0	0
2011	44252	Villahermosa del Campo	0	0
2011	44256	Villanueva del Rebollar de la Sierra	0	0
2011	44257	Villar del Cobo	0	0
2011	44258	Villar del Salz	0	0
2011	44260	Villarluengo	2	0,03
2011	44261	Villarquemado	0	0
2011	44262	Villarroya de los Pinares	1	0,15
2011	44263	Villastar	0	0
2011	44264	Villel	2	0,22
2011	44265	Vinaceite	0	0
2011	44266	Visiedo	0	0
2011	44267	Vivel del Río Martín	0	0
2011	44268	Zoma (La)	0	0
2011	50001	Abanto	0	0
2011	50002	Acered	1	0,01
2011	50003	Agón	1	0,96
2011	50004	Aguarón	1	0,6
2011	50005	Aguilón	1	0,01
2011	50006	Ainzón	4	0,54
2011	50007	Aladrén	0	0
2011	50008	Alagón	0	0
2011	50009	Alarba	0	0
2011	50010	Alberite de San Juan	1	0,98
2011	50011	Albeta	0	0
2011	50012	Alborge	0	0
2011	50013	Alcalá de Ebro	1	0,41
2011	50014	Alcalá de Moncayo	0	0
2011	50015	Alconchel de Ariza	0	0
2011	50016	Aldehuela de Liestos	0	0
2011	50017	Alfajarín	0	0
2011	50018	Alfamén	0	0
2011	50019	Alforque	0	0
2011	50020	Alhama de Aragón	0	0
2011	50021	Almochuel	0	0
2011	50022	Almolda (La)	0	0
2011	50023	Almonacid de la Cuba	0	0
2011	50024	Almonacid de la Sierra	1	0,78
2011	50025	Almunia de Doña Godina (La)	1	0,7
2011	50026	Alpartir	0	0
2011	50027	Ambel	0	0
2011	50028	Anento	1	0,1
2011	50029	Aniñón	0	0
2011	50030	Añón de Moncayo	1	0,07
2011	50031	Aranda de Moncayo	1	0,73
2011	50032	Arándiga	1	0,45
2011	50033	Ardisa	0	0
2011	50034	Ariza	1	0,12
2011	50035	Artieda	1	0,05
2011	50036	Asín	0	0
2011	50037	Atea	0	0
2011	50038	Ateca	0	0
2011	50039	Azuara	2	1,04
2011	50040	Badules	0	0
2011	50041	Bagüés	0	0
2011	50042	Balconchán	0	0
2011	50043	Bárboles	1	0,08
2011	50044	Bardallur	0	0
2011	50045	Belchite	2	0,84
2011	50046	Belmonte de Gracián	1	0,37
2011	50047	Berdejo	0	0
2011	50048	Berrueco	0	0
2011	50050	Bijuesca	0	0
2011	50051	Biota	1	0,24
2011	50052	Bisimbre	0	0
2011	50053	Boquiñeni	1	0,18
2011	50054	Bordalba	0	0
2011	50055	Borja	2	1,31
2011	50056	Botorrita	3	2,41
2011	50057	Brea de Aragón	1	0,03
2011	50058	Bubierca	0	0
2011	50059	Bujaraloz	0	0
2011	50060	Bulbuente	0	0
2011	50061	Bureta	1	2,51
2011	50062	Burgo de Ebro (El)	1	0,11
2011	50063	Buste (El)	0	0
2011	50064	Cabañas de Ebro	0	0
2011	50065	Cabolafuente	0	0
2011	50066	Cadrete	1	4,22
2011	50067	Calatayud	12	10,93
2011	50068	Calatorao	0	0
2011	50069	Calcena	0	0
2011	50070	Calmarza	0	0
2011	50071	Campillo de Aragón	1	0,23
2011	50072	Carenas	8	9,42
2011	50073	Cariñena	1	3,7
2011	50074	Caspe	5	0,59
2011	50075	Castejón de Alarba	2	0,07
2011	50076	Castejón de las Armas	2	0,63
2011	50077	Castejón de Valdejasa	0	0
2011	50078	Castiliscar	0	0
2011	50079	Cervera de la Cañada	0	0
2011	50080	Cerveruela	0	0
2011	50081	Cetina	0	0
2011	50082	Cimballa	0	0
2011	50083	Cinco Olivas	0	0
2011	50084	Clarés de Ribota	0	0
2011	50085	Codo	0	0
2011	50086	Codos	1	40,4
2011	50087	Contamina	1	2,84
2011	50088	Cosuenda	0	0
2011	50089	Cuarte de Huerva	1	3,66
2011	50090	Cubel	0	0
2011	50091	Cuerlas (Las)	0	0
2011	50092	Chiprana	0	0
2011	50093	Chodes	0	0
2011	50094	Daroca	2	2,98
2011	50095	Ejea de los Caballeros	8	2,66
2011	50096	Embid de Ariza	0	0
2011	50098	Encinacorba	1	0,21
2011	50099	Épila	1	1,56
2011	50100	Erla	1	1,31
2011	50101	Escatrón	1	2,48
2011	50102	Fabara	2	0,51
2011	50104	Farlete	0	0
2011	50105	Fayón	0	0
2011	50106	Fayos (Los)	0	0
2011	50107	Figueruelas	1	0,12
2011	50108	Fombuena	0	0
2011	50109	Frago (El)	2	0,02
2011	50110	Frasno (El)	5	0,54
2011	50111	Fréscano	1	0,28
2011	50113	Fuendejalón	2	0,91
2011	50114	Fuendetodos	1	0,01
2011	50115	Fuentes de Ebro	3	10,68
2011	50116	Fuentes de Jiloca	0	0
2011	50117	Gallocanta	0	0
2011	50118	Gallur	2	0,43
2011	50119	Gelsa	0	0
2011	50120	Godojos	1	6,34
2011	50121	Gotor	0	0
2011	50122	Grisel	1	0,42
2011	50123	Grisén	0	0
2011	50124	Herrera de los Navarros	1	0,32
2011	50125	Ibdes	0	0
2011	50126	Illueca	1	0,08
2011	50128	Isuerre	0	0
2011	50129	Jaraba	4	8,41
2011	50130	Jarque de Moncayo	0	0
2011	50131	Jaulín	1	0,02
2011	50132	Joyosa (La)	0	0
2011	50133	Lagata	7	4,24
2011	50134	Langa del Castillo	0	0
2011	50135	Layana	0	0
2011	50136	Lécera	1	0,43
2011	50137	Leciñena	3	1,22
2011	50138	Lechón	0	0
2011	50139	Letux	0	0
2011	50140	Litago	0	0
2011	50141	Lituénigo	0	0
2011	50142	Lobera de Onsella	0	0
2011	50143	Longares	0	0
2011	50144	Longás	0	0
2011	50146	Lucena de Jalón	0	0
2011	50147	Luceni	0	0
2011	50148	Luesia	1	0,03
2011	50149	Luesma	1	0,06
2011	50150	Lumpiaque	0	0
2011	50151	Luna	5	1,75
2011	50152	Maella	4	2,03
2011	50153	Magallón	0	0
2011	50154	Mainar	1	0,05
2011	50155	Malanquilla	0	0
2011	50156	Maleján	0	0
2011	50157	Malón	0	0
2011	50159	Maluenda	1	0,05
2011	50160	Mallén	2	1,8
2011	50161	Manchones	1	0,01
2011	50162	Mara	0	0
2011	50163	María de Huerva	1	1,98
2011	50164	Mediana de Aragón	1	0,17
2011	50165	Mequinenza	6	13,11
2011	50166	Mesones de Isuela	0	0
2011	50167	Mezalocha	0	0
2011	50168	Mianos	0	0
2011	50169	Miedes de Aragón	1	0,62
2011	50170	Monegrillo	0	0
2011	50171	Moneva	0	0
2011	50172	Monreal de Ariza	1	0,17
2011	50173	Monterde	2	0,02
2011	50174	Montón	2	0,19
2011	50175	Morata de Jalón	1	0,34
2011	50176	Morata de Jiloca	0	0
2011	50177	Morés	0	0
2011	50178	Moros	0	0
2011	50179	Moyuela	0	0
2011	50180	Mozota	0	0
2011	50181	Muel	2	0,81
2011	50182	Muela (La)	0	0
2011	50183	Munébrega	1	0,17
2011	50184	Murero	0	0
2011	50185	Murillo de Gállego	0	0
2011	50186	Navardún	0	0
2011	50187	Nigüella	0	0
2011	50188	Nombrevilla	1	0,01
2011	50189	Nonaspe	2	25,95
2011	50190	Novallas	0	0
2011	50191	Novillas	2	1,85
2011	50192	Nuévalos	1	0,33
2011	50193	Nuez de Ebro	0	0
2011	50194	Olvés	1	0,31
2011	50195	Orcajo	0	0
2011	50196	Orera	0	0
2011	50197	Orés	0	0
2011	50198	Oseja	0	0
2011	50199	Osera de Ebro	2	0,46
2011	50200	Paniza	2	0,53
2011	50201	Paracuellos de Jiloca	0	0
2011	50202	Paracuellos de la Ribera	0	0
2011	50203	Pastriz	0	0
2011	50204	Pedrola	2	0,24
2011	50205	Pedrosas (Las)	0	0
2011	50206	Perdiguera	0	0
2011	50207	Piedratajada	0	0
2011	50208	Pina de Ebro	1	4
2011	50209	Pinseque	0	0
2011	50210	Pintanos (Los)	0	0
2011	50211	Plasencia de Jalón	1	1,35
2011	50212	Pleitas	0	0
2011	50213	Plenas	0	0
2011	50214	Pomer	0	0
2011	50215	Pozuel de Ariza	0	0
2011	50216	Pozuelo de Aragón	1	0,12
2011	50217	Pradilla de Ebro	0	0
2011	50218	Puebla de Albortón	0	0
2011	50219	Puebla de Alfindén (La)	1	0,39
2011	50220	Puendeluna	0	0
2011	50221	Purujosa	0	0
2011	50222	Quinto	2	5,2
2011	50223	Remolinos	0	0
2011	50224	Retascón	0	0
2011	50225	Ricla	0	0
2011	50227	Romanos	0	0
2011	50228	Rueda de Jalón	0	0
2011	50229	Ruesca	0	0
2011	50230	Sádaba	3	4,98
2011	50231	Salillas de Jalón	0	0
2011	50232	Salvatierra de Esca	0	0
2011	50233	Samper del Salz	0	0
2011	50234	San Martín de la Virgen de Moncayo	0	0
2011	50235	San Mateo de Gállego	3	1,64
2011	50236	Santa Cruz de Grío	1	0,01
2011	50237	Santa Cruz de Moncayo	0	0
2011	50238	Santa Eulalia de Gállego	0	0
2011	50239	Santed	0	0
2011	50240	Sástago	0	0
2011	50241	Saviñán	0	0
2011	50242	Sediles	0	0
2011	50243	Sestrica	1	0,1
2011	50244	Sierra de Luna	1	0,07
2011	50245	Sigüés	0	0
2011	50246	Sisamón	0	0
2011	50247	Sobradiel	0	0
2011	50248	Sos del Rey Católico	0	0
2011	50249	Tabuenca	2	7,2
2011	50250	Talamantes	0	0
2011	50251	Tarazona	3	5,44
2011	50252	Tauste	1	4,63
2011	50253	Terrer	1	3,08
2011	50254	Tierga	0	0
2011	50255	Tobed	0	0
2011	50256	Torralba de los Frailes	0	0
2011	50257	Torralba de Ribota	3	0,76
2011	50258	Torralbilla	0	0
2011	50259	Torrehermosa	0	0
2011	50260	Torrelapaja	0	0
2011	50261	Torrellas	0	0
2011	50262	Torres de Berrellén	2	0,33
2011	50263	Torrijo de la Cañada	1	0,2
2011	50264	Tosos	2	0,61
2011	50265	Trasmoz	0	0
2011	50266	Trasobares	0	0
2011	50267	Uncastillo	0	0
2011	50268	Undués de Lerda	0	0
2011	50269	Urrea de Jalón	2	0,23
2011	50270	Urriés	0	0
2011	50271	Used	0	0
2011	50272	Utebo	0	0
2011	50273	Valdehorna	0	0
2011	50274	Val de San Martín	0	0
2011	50275	Valmadrid	0	0
2011	50276	Valpalmas	0	0
2011	50277	Valtorres	0	0
2011	50278	Velilla de Ebro	0	0
2011	50279	Velilla de Jiloca	0	0
2011	50280	Vera de Moncayo	0	0
2011	50281	Vierlas	0	0
2011	50282	Vilueña (La)	0	0
2011	50283	Villadoz	0	0
2011	50284	Villafeliche	1	0,34
2011	50285	Villafranca de Ebro	2	0,69
2011	50286	Villalba de Perejil	0	0
2011	50287	Villalengua	0	0
2011	50288	Villanueva de Gállego	2	0,49
2011	50289	Villanueva de Jiloca	0	0
2011	50290	Villanueva de Huerva	1	0,41
2011	50291	Villar de los Navarros	0	0
2011	50292	Villarreal de Huerva	0	0
2011	50293	Villarroya de la Sierra	1	0,66
2011	50294	Villarroya del Campo	0	0
2011	50295	Vistabella	0	0
2011	50296	Zaida (La)	0	0
2011	50297	Zaragoza	7	211,22
2011	50298	Zuera	4	2,56
2011	50901	Biel	0	0
2011	50902	Marracos	0	0
2011	50903	Villamayor de Gállego	0	0
2012	22001	Abiego	1	0,01
2012	22002	Abizanda	0	0
2012	22003	Adahuesca	0	0
2012	22004	Agüero	1	0,07
2012	22006	Aísa	0	0
2012	22007	Albalate de Cinca	2	2,62
2012	22008	Albalatillo	0	0
2012	22009	Albelda	0	0
2012	22011	Albero Alto	2	0,34
2012	22012	Albero Bajo	1	0,15
2012	22013	Alberuela de Tubo	0	0
2012	22014	Alcalá de Gurrea	2	2,01
2012	22015	Alcalá del Obispo	2	0,6
2012	22016	Alcampell	1	0,77
2012	22017	Alcolea de Cinca	6	12,92
2012	22018	Alcubierre	0	0
2012	22019	Alerre	0	0
2012	22020	Alfántega	0	0
2012	22021	Almudévar	1	0,02
2012	22022	Almunia de San Juan	0	0
2012	22023	Almuniente	1	0,92
2012	22024	Alquézar	0	0
2012	22025	Altorricón	0	0
2012	22027	Angüés	2	2,1
2012	22028	Ansó	1	0,04
2012	22029	Antillón	0	0
2012	22032	Aragüés del Puerto	1	0,08
2012	22035	Arén	0	0
2012	22036	Argavieso	0	0
2012	22037	Arguis	0	0
2012	22039	Ayerbe	0	0
2012	22040	Azanuy-Alins	0	0
2012	22041	Azara	1	1,6
2012	22042	Azlor	0	0
2012	22043	Baells	0	0
2012	22044	Bailo	0	0
2012	22045	Baldellou	0	0
2012	22046	Ballobar	0	0
2012	22047	Banastás	0	0
2012	22048	Barbastro	2	0,3
2012	22049	Barbués	1	0,4
2012	22050	Barbuñales	0	0
2012	22051	Bárcabo	0	0
2012	22052	Belver de Cinca	3	2,4
2012	22053	Benabarre	0	0
2012	22054	Benasque	0	0
2012	22055	Berbegal	0	0
2012	22057	Bielsa	0	0
2012	22058	Bierge	0	0
2012	22059	Biescas	3	5,51
2012	22060	Binaced	1	0,12
2012	22061	Binéfar	1	0,04
2012	22062	Bisaurri	0	0
2012	22063	Biscarrués	2	0,41
2012	22064	Blecua y Torres	0	0
2012	22066	Boltaña	0	0
2012	22067	Bonansa	0	0
2012	22068	Borau	0	0
2012	22069	Broto	0	0
2012	22072	Caldearenas	0	0
2012	22074	Campo	1	0,57
2012	22075	Camporrells	0	0
2012	22076	Canal de Berdún	0	0
2012	22077	Candasnos	0	0
2012	22078	Canfranc	0	0
2012	22079	Capdesaso	0	0
2012	22080	Capella	1	0,14
2012	22081	Casbas de Huesca	1	2
2012	22082	Castejón del Puente	2	5,05
2012	22083	Castejón de Monegros	0	0
2012	22084	Castejón de Sos	0	0
2012	22085	Castelflorite	0	0
2012	22086	Castiello de Jaca	0	0
2012	22087	Castigaleu	0	0
2012	22088	Castillazuelo	0	0
2012	22089	Castillonroy	0	0
2012	22090	Colungo	0	0
2012	22094	Chalamera	0	0
2012	22095	Chía	0	0
2012	22096	Chimillas	0	0
2012	22099	Esplús	0	0
2012	22102	Estada	1	1,6
2012	22103	Estadilla	0	0
2012	22105	Estopiñán del Castillo	0	0
2012	22106	Fago	0	0
2012	22107	Fanlo	1	0,01
2012	22109	Fiscal	2	0,07
2012	22110	Fonz	1	0,01
2012	22111	Foradada del Toscar	1	18
2012	22112	Fraga	5	6,62
2012	22113	Fueva (La)	0	0
2012	22114	Gistaín	0	0
2012	22115	Grado (El)	0	0
2012	22116	Grañén	3	0,23
2012	22117	Graus	5	0,55
2012	22119	Gurrea de Gállego	3	2,64
2012	22122	Hoz de Jaca	0	0
2012	22124	Huerto	0	0
2012	22125	Huesca	3	1,59
2012	22126	Ibieca	1	2
2012	22127	Igriés	0	0
2012	22128	Ilche	0	0
2012	22129	Isábena	1	0,32
2012	22130	Jaca	2	0,31
2012	22131	Jasa	0	0
2012	22133	Labuerda	0	0
2012	22135	Laluenga	0	0
2012	22136	Lalueza	4	1,52
2012	22137	Lanaja	1	0,4
2012	22139	Laperdiguera	0	0
2012	22141	Lascellas-Ponzano	2	1,24
2012	22142	Lascuarre	0	0
2012	22143	Laspaúles	1	798
2012	22144	Laspuña	2	1,01
2012	22149	Loarre	1	0,15
2012	22150	Loporzano	3	3,8
2012	22151	Loscorrales	0	0
2012	22155	Monesma y Cajigar	0	0
2012	22156	Monflorite-Lascasas	1	1,5
2012	22157	Montanuy	1	1932
2012	22158	Monzón	7	4,36
2012	22160	Naval	0	0
2012	22162	Novales	0	0
2012	22163	Nueno	2	0,56
2012	22164	Olvena	0	0
2012	22165	Ontiñena	2	1,8
2012	22167	Osso de Cinca	1	3,01
2012	22168	Palo	0	0
2012	22170	Panticosa	0	0
2012	22172	Peñalba	1	0,01
2012	22173	Peñas de Riglos (Las)	1	0,62
2012	22174	Peralta de Alcofea	0	0
2012	22175	Peralta de Calasanz	2	0,51
2012	22176	Peraltilla	0	0
2012	22177	Perarrúa	0	0
2012	22178	Pertusa	0	0
2012	22181	Piracés	0	0
2012	22182	Plan	0	0
2012	22184	Poleñino	0	0
2012	22186	Pozán de Vero	0	0
2012	22187	Puebla de Castro (La)	1	0,05
2012	22188	Puente de Montañana	0	0
2012	22189	Puértolas	1	0,01
2012	22190	Pueyo de Araguás (El)	0	0
2012	22193	Pueyo de Santa Cruz	0	0
2012	22195	Quicena	1	0,1
2012	22197	Robres	0	0
2012	22199	Sabiñánigo	4	0,38
2012	22200	Sahún	1	0,01
2012	22201	Salas Altas	0	0
2012	22202	Salas Bajas	0	0
2012	22203	Salillas	0	0
2012	22204	Sallent de Gállego	0	0
2012	22205	San Esteban de Litera	1	0,98
2012	22206	Sangarrén	1	1,6
2012	22207	San Juan de Plan	0	0
2012	22208	Santa Cilia	0	0
2012	22209	Santa Cruz de la Serós	0	0
2012	22212	Santaliestra y San Quílez	0	0
2012	22213	Sariñena	8	28,28
2012	22214	Secastilla	0	0
2012	22215	Seira	1	2,3
2012	22217	Sena	1	0,1
2012	22218	Senés de Alcubierre	0	0
2012	22220	Sesa	1	5
2012	22221	Sesué	1	4,68
2012	22222	Siétamo	3	0,8
2012	22223	Sopeira	0	0
2012	22225	Tamarite de Litera	1	0,03
2012	22226	Tardienta	1	0,52
2012	22227	Tella-Sin	1	0,1
2012	22228	Tierz	0	0
2012	22229	Tolva	0	0
2012	22230	Torla-Ordesa	1	0,01
2012	22232	Torralba de Aragón	0	0
2012	22233	Torre la Ribera	0	0
2012	22234	Torrente de Cinca	1	0,05
2012	22235	Torres de Alcanadre	0	0
2012	22236	Torres de Barbués	2	2,78
2012	22239	Tramaced	0	0
2012	22242	Valfarta	0	0
2012	22243	Valle de Bardají	0	0
2012	22244	Valle de Lierp	0	0
2012	22245	Velilla de Cinca	0	0
2012	22246	Beranuy	0	0
2012	22247	Viacamp y Litera	0	0
2012	22248	Vicién	0	0
2012	22249	Villanova	0	0
2012	22250	Villanúa	0	0
2012	22251	Villanueva de Sigena	1	1,7
2012	22252	Yebra de Basa	1	2,5
2012	22253	Yésero	0	0
2012	22254	Zaidín	4	23,47
2012	22901	Valle de Hecho	1	0,01
2012	22902	Puente la Reina de Jaca	1	0,3
2012	22903	San Miguel del Cinca	5	35,12
2012	22904	Sotonera (La)	0	0
2012	22905	Lupiñén-Ortilla	2	1,2
2012	22906	Santa María de Dulcis	1	0,6
2012	22907	Aínsa-Sobrarbe	3	4,06
2012	22908	Hoz y Costeán	0	0
2012	22909	Vencillón	0	0
2012	44001	Ababuj	0	0
2012	44002	Abejuela	1	0,01
2012	44003	Aguatón	0	0
2012	44004	Aguaviva	0	0
2012	44005	Aguilar del Alfambra	0	0
2012	44006	Alacón	0	0
2012	44007	Alba	0	0
2012	44008	Albalate del Arzobispo	5	4,31
2012	44009	Albarracín	4	0,95
2012	44010	Albentosa	0	0
2012	44011	Alcaine	0	0
2012	44012	Alcalá de la Selva	2	0,12
2012	44013	Alcañiz	5	0,69
2012	44014	Alcorisa	4	0,9
2012	44016	Alfambra	0	0
2012	44017	Aliaga	0	0
2012	44018	Almohaja	0	0
2012	44019	Alobras	0	0
2012	44020	Alpeñés	0	0
2012	44021	Allepuz	0	0
2012	44022	Alloza	0	0
2012	44023	Allueva	0	0
2012	44024	Anadón	0	0
2012	44025	Andorra	1	0,01
2012	44026	Arcos de las Salinas	0	0
2012	44027	Arens de Lledó	0	0
2012	44028	Argente	0	0
2012	44029	Ariño	3	0,27
2012	44031	Azaila	0	0
2012	44032	Bádenas	0	0
2012	44033	Báguena	0	0
2012	44034	Bañón	0	0
2012	44035	Barrachina	0	0
2012	44036	Bea	0	0
2012	44037	Beceite	2	0,03
2012	44038	Belmonte de San José	0	0
2012	44039	Bello	0	0
2012	44040	Berge	0	0
2012	44041	Bezas	0	0
2012	44042	Blancas	0	0
2012	44043	Blesa	0	0
2012	44044	Bordón	0	0
2012	44045	Bronchales	1	0,67
2012	44046	Bueña	0	0
2012	44047	Burbáguena	0	0
2012	44048	Cabra de Mora	0	0
2012	44049	Calaceite	1	0,06
2012	44050	Calamocha	0	0
2012	44051	Calanda	2	0,52
