Año	Residencia comarca código	Residencia comarca nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Edad (grandes grupos)	Extranjeros
1998	11	Bajo Cinca / Baix Cinca	06	Resto de América	340	Argentina	65 y más	2
1998	11	Bajo Cinca / Baix Cinca	06	Resto de América	342	Brasil	16 a 64	1
1998	11	Bajo Cinca / Baix Cinca	06	Resto de América	343	Colombia	0 a 15	1
1998	11	Bajo Cinca / Baix Cinca	06	Resto de América	343	Colombia	16 a 64	3
1998	11	Bajo Cinca / Baix Cinca	06	Resto de América	344	Chile	16 a 64	1
1998	11	Bajo Cinca / Baix Cinca	06	Resto de América	344	Chile	65 y más	1
1998	11	Bajo Cinca / Baix Cinca	06	Resto de América	350	Uruguay	16 a 64	2
1998	12	Tarazona y el Moncayo	01	UE-15	102	Austria	16 a 64	1
1998	12	Tarazona y el Moncayo	01	UE-15	110	Francia	0 a 15	3
1998	12	Tarazona y el Moncayo	01	UE-15	110	Francia	16 a 64	8
1998	12	Tarazona y el Moncayo	01	UE-15	126	Alemania	16 a 64	3
1998	12	Tarazona y el Moncayo	02	Resto de Europa	128	Rumanía	0 a 15	2
1998	12	Tarazona y el Moncayo	02	Resto de Europa	128	Rumanía	16 a 64	2
1998	12	Tarazona y el Moncayo	02	Resto de Europa	132	Suiza	16 a 64	4
1998	12	Tarazona y el Moncayo	03	Magreb	203	Argelia	16 a 64	1
1998	12	Tarazona y el Moncayo	03	Magreb	228	Marruecos	0 a 15	1
1998	12	Tarazona y el Moncayo	03	Magreb	228	Marruecos	16 a 64	6
1998	12	Tarazona y el Moncayo	03	Magreb	228	Marruecos	65 y más	2
1998	12	Tarazona y el Moncayo	06	Resto de América	342	Brasil	16 a 64	1
1998	12	Tarazona y el Moncayo	06	Resto de América	351	Venezuela	16 a 64	1
1998	13	Campo de Borja	01	UE-15	110	Francia	16 a 64	8
1998	13	Campo de Borja	01	UE-15	111	Grecia	65 y más	1
1998	13	Campo de Borja	01	UE-15	125	Reino Unido	16 a 64	4
1998	13	Campo de Borja	01	UE-15	126	Alemania	0 a 15	2
1998	13	Campo de Borja	01	UE-15	126	Alemania	16 a 64	2
1998	13	Campo de Borja	02	Resto de Europa	128	Rumanía	16 a 64	2
1998	13	Campo de Borja	03	Magreb	203	Argelia	0 a 15	1
1998	13	Campo de Borja	03	Magreb	203	Argelia	16 a 64	7
1998	13	Campo de Borja	03	Magreb	228	Marruecos	0 a 15	9
1998	13	Campo de Borja	03	Magreb	228	Marruecos	16 a 64	7
1998	13	Campo de Borja	06	Resto de América	303	México	16 a 64	5
1998	13	Campo de Borja	06	Resto de América	326	República Dominicana	0 a 15	1
1998	13	Campo de Borja	06	Resto de América	326	República Dominicana	16 a 64	1
1998	13	Campo de Borja	06	Resto de América	340	Argentina	16 a 64	4
1998	13	Campo de Borja	06	Resto de América	342	Brasil	16 a 64	2
1998	13	Campo de Borja	06	Resto de América	347	Paraguay	16 a 64	1
1998	13	Campo de Borja	07	Asia	433	Siria	16 a 64	1
1998	14	Aranda	01	UE-15	110	Francia	16 a 64	1
1998	14	Aranda	01	UE-15	123	Portugal	16 a 64	2
1998	14	Aranda	01	UE-15	126	Alemania	0 a 15	1
1998	14	Aranda	01	UE-15	126	Alemania	16 a 64	1
1998	14	Aranda	02	Resto de Europa	128	Rumanía	16 a 64	2
1998	14	Aranda	03	Magreb	203	Argelia	16 a 64	26
1998	14	Aranda	03	Magreb	228	Marruecos	16 a 64	17
1998	14	Aranda	06	Resto de América	326	República Dominicana	16 a 64	2
1998	14	Aranda	06	Resto de América	340	Argentina	0 a 15	1
1998	14	Aranda	06	Resto de América	340	Argentina	16 a 64	2
1998	14	Aranda	06	Resto de América	342	Brasil	16 a 64	1
1998	14	Aranda	06	Resto de América	344	Chile	16 a 64	1
1998	14	Aranda	06	Resto de América	351	Venezuela	16 a 64	1
1998	14	Aranda	07	Asia	416	Jordania	16 a 64	1
1998	15	Ribera Alta del Ebro	01	UE-15	103	Bélgica	0 a 15	2
1998	15	Ribera Alta del Ebro	01	UE-15	103	Bélgica	16 a 64	1
1998	15	Ribera Alta del Ebro	01	UE-15	110	Francia	0 a 15	2
1998	15	Ribera Alta del Ebro	01	UE-15	110	Francia	16 a 64	12
1998	15	Ribera Alta del Ebro	01	UE-15	110	Francia	65 y más	1
1998	15	Ribera Alta del Ebro	01	UE-15	121	Países Bajos	0 a 15	1
1998	15	Ribera Alta del Ebro	01	UE-15	123	Portugal	0 a 15	5
1998	15	Ribera Alta del Ebro	01	UE-15	123	Portugal	16 a 64	13
1998	15	Ribera Alta del Ebro	01	UE-15	125	Reino Unido	0 a 15	2
1998	15	Ribera Alta del Ebro	01	UE-15	125	Reino Unido	16 a 64	2
1998	15	Ribera Alta del Ebro	01	UE-15	126	Alemania	16 a 64	10
1998	15	Ribera Alta del Ebro	02	Resto de Europa	122	Polonia	0 a 15	1
1998	15	Ribera Alta del Ebro	02	Resto de Europa	122	Polonia	16 a 64	2
1998	15	Ribera Alta del Ebro	02	Resto de Europa	128	Rumanía	0 a 15	1
1998	15	Ribera Alta del Ebro	02	Resto de Europa	128	Rumanía	16 a 64	6
1998	15	Ribera Alta del Ebro	03	Magreb	203	Argelia	0 a 15	1
1998	15	Ribera Alta del Ebro	03	Magreb	203	Argelia	16 a 64	10
1998	15	Ribera Alta del Ebro	03	Magreb	228	Marruecos	0 a 15	8
1998	15	Ribera Alta del Ebro	03	Magreb	228	Marruecos	16 a 64	16
1998	15	Ribera Alta del Ebro	03	Magreb	230	Mauritania	0 a 15	1
1998	15	Ribera Alta del Ebro	03	Magreb	230	Mauritania	16 a 64	1
1998	15	Ribera Alta del Ebro	04	Resto de África	202	Angola	16 a 64	1
1998	15	Ribera Alta del Ebro	04	Resto de África	220	Guinea Ecuatorial	16 a 64	1
1998	15	Ribera Alta del Ebro	05	América del Norte	302	Estados Unidos de América	0 a 15	1
1998	15	Ribera Alta del Ebro	06	Resto de América	315	Cuba	16 a 64	2
1998	15	Ribera Alta del Ebro	06	Resto de América	326	República Dominicana	16 a 64	2
1998	15	Ribera Alta del Ebro	06	Resto de América	340	Argentina	16 a 64	1
1998	15	Ribera Alta del Ebro	06	Resto de América	341	Bolivia	16 a 64	1
1998	15	Ribera Alta del Ebro	06	Resto de América	342	Brasil	16 a 64	1
1998	15	Ribera Alta del Ebro	06	Resto de América	343	Colombia	16 a 64	2
1998	15	Ribera Alta del Ebro	06	Resto de América	348	Perú	16 a 64	1
1998	15	Ribera Alta del Ebro	06	Resto de América	351	Venezuela	16 a 64	2
1998	15	Ribera Alta del Ebro	07	Asia	416	Jordania	0 a 15	2
1998	15	Ribera Alta del Ebro	07	Asia	419	Laos	16 a 64	3
1998	16	Valdejalón	01	UE-15	110	Francia	0 a 15	3
1998	16	Valdejalón	01	UE-15	110	Francia	16 a 64	8
1998	16	Valdejalón	01	UE-15	115	Italia	65 y más	1
1998	16	Valdejalón	01	UE-15	117	Luxemburgo	16 a 64	1
1998	16	Valdejalón	01	UE-15	121	Países Bajos	65 y más	1
1998	16	Valdejalón	01	UE-15	123	Portugal	0 a 15	4
1998	16	Valdejalón	01	UE-15	123	Portugal	16 a 64	22
1998	16	Valdejalón	01	UE-15	125	Reino Unido	16 a 64	5
1998	16	Valdejalón	02	Resto de Europa	122	Polonia	0 a 15	2
1998	16	Valdejalón	02	Resto de Europa	122	Polonia	16 a 64	5
1998	16	Valdejalón	02	Resto de Europa	128	Rumanía	16 a 64	3
1998	16	Valdejalón	02	Resto de Europa	132	Suiza	16 a 64	2
1998	16	Valdejalón	03	Magreb	203	Argelia	16 a 64	18
1998	16	Valdejalón	03	Magreb	228	Marruecos	0 a 15	4
1998	16	Valdejalón	03	Magreb	228	Marruecos	16 a 64	95
1998	16	Valdejalón	03	Magreb	248	Túnez	16 a 64	1
1998	16	Valdejalón	04	Resto de África	217	Ghana	0 a 15	1
1998	16	Valdejalón	04	Resto de África	217	Ghana	16 a 64	3
1998	16	Valdejalón	04	Resto de África	220	Guinea Ecuatorial	16 a 64	1
1998	16	Valdejalón	04	Resto de África	222	Lesotho	16 a 64	1
1998	16	Valdejalón	04	Resto de África	239	Senegal	16 a 64	10
1998	16	Valdejalón	05	América del Norte	302	Estados Unidos de América	16 a 64	1
1998	16	Valdejalón	06	Resto de América	303	México	16 a 64	1
1998	16	Valdejalón	06	Resto de América	315	Cuba	16 a 64	1
1998	16	Valdejalón	06	Resto de América	316	Dominica	16 a 64	1
1998	16	Valdejalón	06	Resto de América	319	Guatemala	0 a 15	1
1998	16	Valdejalón	06	Resto de América	324	Panamá	16 a 64	1
1998	16	Valdejalón	06	Resto de América	342	Brasil	16 a 64	3
1998	16	Valdejalón	06	Resto de América	343	Colombia	16 a 64	2
1998	16	Valdejalón	06	Resto de América	344	Chile	16 a 64	1
1998	16	Valdejalón	06	Resto de América	345	Ecuador	16 a 64	1
1998	16	Valdejalón	06	Resto de América	348	Perú	16 a 64	1
1998	16	Valdejalón	06	Resto de América	350	Uruguay	16 a 64	1
1998	17	Central	01	UE-15	102	Austria	0 a 15	2
1998	17	Central	01	UE-15	102	Austria	16 a 64	4
1998	17	Central	01	UE-15	103	Bélgica	0 a 15	3
1998	17	Central	01	UE-15	103	Bélgica	16 a 64	27
1998	17	Central	01	UE-15	103	Bélgica	65 y más	5
1998	17	Central	01	UE-15	107	Dinamarca	0 a 15	1
1998	17	Central	01	UE-15	107	Dinamarca	16 a 64	7
1998	17	Central	01	UE-15	109	Finlandia	16 a 64	3
1998	17	Central	01	UE-15	110	Francia	0 a 15	19
1998	17	Central	01	UE-15	110	Francia	16 a 64	318
1998	17	Central	01	UE-15	110	Francia	65 y más	61
1998	17	Central	01	UE-15	111	Grecia	16 a 64	2
1998	17	Central	01	UE-15	113	Irlanda	0 a 15	1
1998	17	Central	01	UE-15	113	Irlanda	16 a 64	20
1998	17	Central	01	UE-15	115	Italia	0 a 15	28
1998	17	Central	01	UE-15	115	Italia	16 a 64	125
1998	17	Central	01	UE-15	115	Italia	65 y más	20
1998	17	Central	01	UE-15	121	Países Bajos	0 a 15	4
1998	17	Central	01	UE-15	121	Países Bajos	16 a 64	43
1998	17	Central	01	UE-15	121	Países Bajos	65 y más	1
1998	17	Central	01	UE-15	123	Portugal	0 a 15	57
1998	17	Central	01	UE-15	123	Portugal	16 a 64	255
1998	17	Central	01	UE-15	123	Portugal	65 y más	17
1998	17	Central	01	UE-15	125	Reino Unido	0 a 15	9
1998	17	Central	01	UE-15	125	Reino Unido	16 a 64	135
1998	17	Central	01	UE-15	125	Reino Unido	65 y más	9
1998	17	Central	01	UE-15	126	Alemania	0 a 15	12
1998	17	Central	01	UE-15	126	Alemania	16 a 64	130
1998	17	Central	01	UE-15	126	Alemania	65 y más	11
1998	17	Central	01	UE-15	131	Suecia	16 a 64	10
1998	17	Central	02	Resto de Europa	112	Hungría	16 a 64	2
1998	17	Central	02	Resto de Europa	118	Malta	16 a 64	1
1998	17	Central	02	Resto de Europa	120	Noruega	0 a 15	2
1998	17	Central	02	Resto de Europa	120	Noruega	16 a 64	8
1998	17	Central	02	Resto de Europa	122	Polonia	0 a 15	9
1998	17	Central	02	Resto de Europa	122	Polonia	16 a 64	28
1998	17	Central	02	Resto de Europa	122	Polonia	65 y más	2
1998	17	Central	02	Resto de Europa	124	Andorra	0 a 15	4
1998	17	Central	02	Resto de Europa	124	Andorra	16 a 64	5
1998	17	Central	02	Resto de Europa	128	Rumanía	0 a 15	1
1998	17	Central	02	Resto de Europa	128	Rumanía	16 a 64	9
1998	17	Central	02	Resto de Europa	128	Rumanía	65 y más	1
1998	17	Central	02	Resto de Europa	132	Suiza	0 a 15	6
1998	17	Central	02	Resto de Europa	132	Suiza	16 a 64	18
1998	17	Central	02	Resto de Europa	132	Suiza	65 y más	7
1998	17	Central	02	Resto de Europa	135	Ucrania	0 a 15	1
1998	17	Central	02	Resto de Europa	135	Ucrania	16 a 64	3
1998	17	Central	02	Resto de Europa	135	Ucrania	65 y más	1
1998	17	Central	02	Resto de Europa	138	Bielorrusia	0 a 15	4
1998	17	Central	02	Resto de Europa	138	Bielorrusia	16 a 64	5
1998	17	Central	02	Resto de Europa	143	República Checa	0 a 15	1
1998	17	Central	02	Resto de Europa	143	República Checa	16 a 64	3
1998	17	Central	02	Resto de Europa	145	Bosnia-Herzegovina	0 a 15	5
1998	17	Central	02	Resto de Europa	145	Bosnia-Herzegovina	16 a 64	10
1998	17	Central	02	Resto de Europa	146	Croacia	16 a 64	2
1998	17	Central	02	Resto de Europa	147	Eslovenia	16 a 64	1
1998	17	Central	02	Resto de Europa	148	Armenia	0 a 15	2
1998	17	Central	02	Resto de Europa	148	Armenia	16 a 64	2
1998	17	Central	02	Resto de Europa	154	Rusia	0 a 15	2
1998	17	Central	02	Resto de Europa	154	Rusia	16 a 64	18
1998	17	Central	02	Resto de Europa	155	Yugoslavia	0 a 15	2
1998	17	Central	02	Resto de Europa	155	Yugoslavia	16 a 64	9
1998	17	Central	02	Resto de Europa	155	Yugoslavia	65 y más	1
1998	17	Central	02	Resto de Europa	436	Turquía	0 a 15	1
1998	17	Central	02	Resto de Europa	436	Turquía	16 a 64	3
1998	17	Central	03	Magreb	203	Argelia	0 a 15	10
1998	17	Central	03	Magreb	203	Argelia	16 a 64	80
1998	17	Central	03	Magreb	203	Argelia	65 y más	5
1998	17	Central	03	Magreb	228	Marruecos	0 a 15	78
1998	17	Central	03	Magreb	228	Marruecos	16 a 64	455
1998	17	Central	03	Magreb	228	Marruecos	65 y más	15
1998	17	Central	03	Magreb	230	Mauritania	16 a 64	3
1998	17	Central	03	Magreb	248	Túnez	16 a 64	8
1998	17	Central	04	Resto de África	202	Angola	0 a 15	10
1998	17	Central	04	Resto de África	202	Angola	16 a 64	26
1998	17	Central	04	Resto de África	204	Benin	16 a 64	2
1998	17	Central	04	Resto de África	207	Cabo Verde	0 a 15	19
1998	17	Central	04	Resto de África	207	Cabo Verde	16 a 64	127
1998	17	Central	04	Resto de África	208	Camerún	0 a 15	1
1998	17	Central	04	Resto de África	208	Camerún	16 a 64	9
1998	17	Central	04	Resto de África	210	Congo	0 a 15	1
1998	17	Central	04	Resto de África	211	Costa de Marfil	16 a 64	11
1998	17	Central	04	Resto de África	213	Egipto	16 a 64	15
1998	17	Central	04	Resto de África	213	Egipto	65 y más	1
1998	17	Central	04	Resto de África	215	Gabón	0 a 15	1
1998	17	Central	04	Resto de África	215	Gabón	16 a 64	1
1998	17	Central	04	Resto de África	216	Gambia	0 a 15	12
1998	17	Central	04	Resto de África	216	Gambia	16 a 64	112
1998	17	Central	04	Resto de África	217	Ghana	16 a 64	24
1998	17	Central	04	Resto de África	218	Guinea	0 a 15	17
1998	17	Central	04	Resto de África	218	Guinea	16 a 64	72
1998	17	Central	04	Resto de África	218	Guinea	65 y más	4
1998	17	Central	04	Resto de África	220	Guinea Ecuatorial	0 a 15	33
1998	17	Central	04	Resto de África	220	Guinea Ecuatorial	16 a 64	101
1998	17	Central	04	Resto de África	220	Guinea Ecuatorial	65 y más	1
1998	17	Central	04	Resto de África	221	Kenia	16 a 64	1
1998	17	Central	04	Resto de África	223	Liberia	16 a 64	22
1998	17	Central	04	Resto de África	225	Madagascar	0 a 15	1
1998	17	Central	04	Resto de África	227	Mali	16 a 64	11
1998	17	Central	04	Resto de África	233	Níger	16 a 64	1
1998	17	Central	04	Resto de África	234	Nigeria	16 a 64	17
1998	17	Central	04	Resto de África	235	República Centroafricana	16 a 64	2
1998	17	Central	04	Resto de África	236	Sudáfrica	0 a 15	3
1998	17	Central	04	Resto de África	236	Sudáfrica	16 a 64	4
1998	17	Central	04	Resto de África	237	Ruanda	16 a 64	2
1998	17	Central	04	Resto de África	239	Senegal	0 a 15	9
1998	17	Central	04	Resto de África	239	Senegal	16 a 64	110
1998	17	Central	04	Resto de África	241	Sierra Leona	16 a 64	7
1998	17	Central	04	Resto de África	246	Chad	16 a 64	1
1998	17	Central	04	Resto de África	247	Togo	16 a 64	2
1998	17	Central	04	Resto de África	250	Rep. Democrática del Congo	0 a 15	4
1998	17	Central	04	Resto de África	250	Rep. Democrática del Congo	16 a 64	15
1998	17	Central	04	Resto de África	253	Eritrea	16 a 64	1
1998	17	Central	05	América del Norte	301	Canadá	16 a 64	11
1998	17	Central	05	América del Norte	302	Estados Unidos de América	0 a 15	34
1998	17	Central	05	América del Norte	302	Estados Unidos de América	16 a 64	211
1998	17	Central	05	América del Norte	302	Estados Unidos de América	65 y más	20
1998	17	Central	06	Resto de América	303	México	0 a 15	6
1998	17	Central	06	Resto de América	303	México	16 a 64	31
1998	17	Central	06	Resto de América	303	México	65 y más	1
1998	17	Central	06	Resto de América	314	Costa Rica	16 a 64	5
1998	17	Central	06	Resto de América	315	Cuba	0 a 15	18
1998	17	Central	06	Resto de América	315	Cuba	16 a 64	109
1998	17	Central	06	Resto de América	315	Cuba	65 y más	3
1998	17	Central	06	Resto de América	316	Dominica	16 a 64	1
1998	17	Central	06	Resto de América	317	El Salvador	16 a 64	4
1998	17	Central	06	Resto de América	319	Guatemala	0 a 15	1
1998	17	Central	06	Resto de América	319	Guatemala	16 a 64	6
1998	17	Central	06	Resto de América	319	Guatemala	65 y más	1
1998	17	Central	06	Resto de América	320	Haití	16 a 64	1
1998	17	Central	06	Resto de América	321	Honduras	0 a 15	7
1998	17	Central	06	Resto de América	321	Honduras	16 a 64	32
1998	17	Central	06	Resto de América	322	Jamaica	16 a 64	2
1998	17	Central	06	Resto de América	323	Nicaragua	0 a 15	4
1998	17	Central	06	Resto de América	323	Nicaragua	16 a 64	8
1998	17	Central	06	Resto de América	324	Panamá	0 a 15	1
1998	17	Central	06	Resto de América	324	Panamá	16 a 64	12
1998	17	Central	06	Resto de América	326	República Dominicana	0 a 15	43
1998	17	Central	06	Resto de América	326	República Dominicana	16 a 64	175
1998	17	Central	06	Resto de América	340	Argentina	0 a 15	16
1998	17	Central	06	Resto de América	340	Argentina	16 a 64	161
1998	17	Central	06	Resto de América	340	Argentina	65 y más	21
1998	17	Central	06	Resto de América	341	Bolivia	0 a 15	4
1998	17	Central	06	Resto de América	341	Bolivia	16 a 64	9
1998	17	Central	06	Resto de América	342	Brasil	0 a 15	11
1998	17	Central	06	Resto de América	342	Brasil	16 a 64	65
1998	17	Central	06	Resto de América	342	Brasil	65 y más	2
1998	17	Central	06	Resto de América	343	Colombia	0 a 15	15
1998	17	Central	06	Resto de América	343	Colombia	16 a 64	98
1998	17	Central	06	Resto de América	343	Colombia	65 y más	3
1998	17	Central	06	Resto de América	344	Chile	0 a 15	3
1998	17	Central	06	Resto de América	344	Chile	16 a 64	63
1998	17	Central	06	Resto de América	344	Chile	65 y más	3
1998	17	Central	06	Resto de América	345	Ecuador	0 a 15	6
1998	17	Central	06	Resto de América	345	Ecuador	16 a 64	31
1998	17	Central	06	Resto de América	347	Paraguay	16 a 64	7
1998	17	Central	06	Resto de América	348	Perú	0 a 15	16
1998	17	Central	06	Resto de América	348	Perú	16 a 64	145
1998	17	Central	06	Resto de América	348	Perú	65 y más	13
1998	17	Central	06	Resto de América	350	Uruguay	0 a 15	4
1998	17	Central	06	Resto de América	350	Uruguay	16 a 64	29
1998	17	Central	06	Resto de América	350	Uruguay	65 y más	2
1998	17	Central	06	Resto de América	351	Venezuela	0 a 15	21
1998	17	Central	06	Resto de América	351	Venezuela	16 a 64	85
1998	17	Central	06	Resto de América	351	Venezuela	65 y más	7
1998	17	Central	07	Asia	407	China	0 a 15	24
1998	17	Central	07	Asia	407	China	16 a 64	128
1998	17	Central	07	Asia	407	China	65 y más	3
1998	17	Central	07	Asia	409	Filipinas	16 a 64	13
1998	17	Central	07	Asia	410	India	0 a 15	2
1998	17	Central	07	Asia	410	India	16 a 64	13
1998	17	Central	07	Asia	410	India	65 y más	3
1998	17	Central	07	Asia	412	Irak	16 a 64	2
1998	17	Central	07	Asia	413	Irán	16 a 64	3
1998	17	Central	07	Asia	414	Israel	16 a 64	5
1998	17	Central	07	Asia	415	Japón	0 a 15	2
1998	17	Central	07	Asia	415	Japón	16 a 64	4
1998	17	Central	07	Asia	416	Jordania	0 a 15	4
1998	17	Central	07	Asia	416	Jordania	16 a 64	18
1998	17	Central	07	Asia	419	Laos	16 a 64	2
1998	17	Central	07	Asia	420	Líbano	0 a 15	1
1998	17	Central	07	Asia	420	Líbano	16 a 64	17
1998	17	Central	07	Asia	420	Líbano	65 y más	1
1998	17	Central	07	Asia	421	Malasia	16 a 64	3
1998	17	Central	07	Asia	426	Pakistán	16 a 64	5
1998	17	Central	07	Asia	430	República de Corea	0 a 15	2
1998	17	Central	07	Asia	430	República de Corea	16 a 64	18
1998	17	Central	07	Asia	433	Siria	0 a 15	5
1998	17	Central	07	Asia	433	Siria	16 a 64	17
1998	17	Central	07	Asia	435	Tailandia	16 a 64	3
1998	17	Central	07	Asia	437	Vietnam	16 a 64	2
1998	17	Central	08	Oceanía	501	Australia	0 a 15	1
1998	17	Central	08	Oceanía	501	Australia	16 a 64	5
1998	17	Central	08	Oceanía	504	Nueva Zelanda	16 a 64	2
1998	17	Central	09	Apátridas y no consta	555	Apátridas	0 a 15	2
1998	17	Central	09	Apátridas y no consta	555	Apátridas	16 a 64	5
1998	18	Ribera Baja del Ebro	01	UE-15	110	Francia	16 a 64	6
1998	18	Ribera Baja del Ebro	01	UE-15	110	Francia	65 y más	2
1998	18	Ribera Baja del Ebro	01	UE-15	123	Portugal	16 a 64	6
1998	18	Ribera Baja del Ebro	02	Resto de Europa	104	Bulgaria	16 a 64	5
1998	18	Ribera Baja del Ebro	02	Resto de Europa	122	Polonia	16 a 64	3
1998	18	Ribera Baja del Ebro	03	Magreb	228	Marruecos	0 a 15	4
1998	18	Ribera Baja del Ebro	03	Magreb	228	Marruecos	16 a 64	8
1998	18	Ribera Baja del Ebro	04	Resto de África	239	Senegal	16 a 64	8
1998	18	Ribera Baja del Ebro	06	Resto de América	326	República Dominicana	0 a 15	1
1998	18	Ribera Baja del Ebro	06	Resto de América	326	República Dominicana	16 a 64	1
1998	18	Ribera Baja del Ebro	06	Resto de América	343	Colombia	16 a 64	2
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	01	UE-15	110	Francia	16 a 64	4
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	01	UE-15	110	Francia	65 y más	3
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	01	UE-15	115	Italia	16 a 64	2
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	01	UE-15	121	Países Bajos	16 a 64	1
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	01	UE-15	123	Portugal	16 a 64	8
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	01	UE-15	126	Alemania	16 a 64	2
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	01	UE-15	126	Alemania	65 y más	1
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	03	Magreb	203	Argelia	16 a 64	1
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	03	Magreb	228	Marruecos	16 a 64	9
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	06	Resto de América	303	México	0 a 15	1
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	06	Resto de América	303	México	16 a 64	4
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	06	Resto de América	326	República Dominicana	16 a 64	3
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	06	Resto de América	340	Argentina	16 a 64	1
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	06	Resto de América	340	Argentina	65 y más	1
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	06	Resto de América	342	Brasil	16 a 64	1
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	06	Resto de América	344	Chile	16 a 64	1
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	06	Resto de América	348	Perú	16 a 64	2
